X1;X2;X3;X4;X5;X6;X7;X8;response
-0.015119208;0.36074091;0.46939777;1.3096745;0.98802387;-0.025492554;0.66407094;0.062762996;3
0.36047801;-0.30139478;0.62918307;-1.4401462999999999;-0.74163685;-1.1967495000000001;-1.0384439;-0.7174611999999999;1
1.5632378999999998;-1.2947528999999998;0.078987171;1.4329368;1.1491364;-1.2921402;1.5629882;-0.93773069;2
0.19948468;0.90115659;-1.3563041999999998;-0.080524638;-0.97662848;0.82989378;-0.85564902;0.93062954;2
0.65973667;0.12055156;-0.0087562194;0.64883889;0.62683171;-0.64653937;1.3180738;-0.8991723;2
1.5136662;-0.21721217;0.48907586;0.56705131;1.4003115;0.38172143;1.4959806;-1.3281023;1
-0.42916947;-0.15432012;1.4916375;-1.1607758999999997;1.3649491000000002;0.45987858;0.78013127;-0.40000056;3
0.045435425999999994;1.2972702;0.04172363;0.12943647;0.78913725;0.86135091;-1.3414275;0.19887659;8
0.22619045;0.56802604;0.67388457;1.4566166999999999;-0.77444761;0.26581168;-1.3026241000000003;-0.13569806;3
0.25574014;-0.48646636;0.53642514;-1.0744508;-0.5225387;0.15208582;0.55605189;0.11900247;5
0.52576581;1.5255593;-0.67358732;-0.4195960999999999;-1.5565182;-1.1500165;-0.67409671;-1.1199496;4
-0.75409541;1.5374518999999998;1.3178683999999998;0.72393068;-0.36011512;-1.2494858;-0.96025625;1.4309193999999998;3
-0.8967911;0.3551291;1.1862098;-0.28548339;1.3942861999999998;1.4385891000000002;-0.66534825;0.5706901;3
0.99347572;-0.37127026;0.081449761;-0.90731517;0.62903747;0.6693608;1.5617882;0.30619354;4
-0.21854018;-0.73622589;-0.80825886;0.044664244000000006;0.77353236;-0.09627770599999999;0.96804199;0.26606137;8
-0.48304739;0.98492065;-0.16008452;-0.16868901;0.8479473;-0.21918561;-0.42659888;1.2071212;7
-0.70202732;0.50975332;-1.337229;-1.439567;1.1860183000000002;1.2356681;-0.73290792;-0.31971355;8
0.84890688;0.30083374;0.14616293;-1.3981803;0.0040777897999999995;-1.1944747;0.20142198;-1.3022388;3
-1.5359397;1.2900445;-0.16501629;-0.10376638;-0.57962538;-0.75990029;-1.3377046000000001;0.74890609;4
-0.0713515;-1.4938764;0.59745815;-0.41770934;0.31498155;-1.0700519;-1.5633567;-1.4971341999999999;4
0.88373901;0.027981876;0.94892602;1.0187642;0.31125447;1.2560535;0.94559753;-1.3189853999999999;1
-0.44847905;-0.94751475;-1.2662242;0.69072685;0.50203626;-1.0119485000000001;-0.6595325;-1.1106774;8
-0.90662327;-0.14723249;-0.28089623;0.86126749;-0.59439056;0.76346047;-1.2239095;0.18785035;6
-0.8929385;1.0384792;0.79082759;-1.1362771;0.34250282;1.2157263999999999;0.90241171;-0.09982633099999999;2
-0.22918853;-0.96954996;-0.63915664;0.33313937;1.0471561;-0.20584408;-0.77568326;-0.17066987;8
-0.37902806;0.21493572;-1.2004137;0.75536518;0.35027565;-0.7279482;0.70092802;-0.17440831;7
0.82526422;-0.4068344;-0.04481906099999999;0.24662562;-0.26184741;-1.2635992;-0.47527851;-0.17452203;6
0.084224076;-1.560119;0.70828526;1.2761265;0.50184828;-0.14609317;1.0642746;1.0557551;3
-1.3042462;-1.1884058000000002;0.65572137;0.20566060000000003;-0.61223676;1.3375583;-0.96577055;0.35989512;6
1.5674126;0.70971984;0.0019562323;0.78575701;-1.1473617;-0.89409122;0.9035665999999999;1.1913924999999999;3
1.2487533000000002;-0.36601100000000003;1.4624705;-1.0375058000000001;-0.61253707;-0.75348705;-0.21497101;-0.77730285;2
-1.1845123;-0.30847449;-0.080024553;-1.5212139999999998;0.08857459699999999;-0.09678314800000001;-0.18618583;-1.3866696000000003;8
0.17493348;-0.90282173;-0.37100409999999995;-0.7621634;-0.44167289;0.71061882;-0.19889709;-1.422196;6
-0.42377231;0.16774687;0.59544078;-1.4069705;0.3872305;-0.96475621;-0.20886786;1.5300023999999999;1
-0.35073654;1.3129634;-1.5410831;-0.18606166;-1.1970094999999998;-0.89801631;-1.2831606000000002;0.81488019;8
-1.201234;0.42858738;1.4481101;-1.2536457;0.62056057;-0.7489988000000001;0.95349152;1.4890531;4
-1.2659781;-0.40383153;0.46765658;0.63863535;-0.32619221;-0.061059077;0.067781217;0.58754522;6
0.71286766;-1.3563816;-0.36063826;-1.2777530000000001;-0.23323602;1.0808973999999998;-1.1992131000000001;0.84673996;3
-0.86753878;-1.3090537;-1.1149833;0.73341353;0.70986103;-1.1879906999999998;1.2833355;-0.25627032;8
-0.5928329000000001;-0.69193034;0.075754084;-1.1283005;-1.1345393;1.4034904;-1.1559226;-0.011682848000000001;6
1.3893216;0.90270106;0.85387046;-0.69360648;1.2659673999999999;1.3850401;0.017653245;1.5667037;4
-1.1304668;0.94578989;0.20556672;1.0062508;-0.8925268;-0.83298842;1.3883847;-1.2408177;1
0.59678293;-0.56814579;-0.79203232;0.863632;0.40692487;-1.0995326;-1.1678187;-0.53153754;7
-0.97462155;-1.5262471000000002;-0.75916994;0.90498158;-0.060898849000000005;-0.99593113;1.1419747;1.1381542;7
-0.20037867;-0.5307344;-1.3614030000000001;-1.5661481000000002;0.63224943;-0.20885547;1.1797135;-0.20080303;8
0.022974055;-1.0714748;-0.88033648;1.1532746;1.3497381000000002;-1.0748819;0.85289745;-0.82606505;8
-0.29094736;-0.6686576999999999;1.0862226000000001;-0.54009911;-0.39187098;-1.3819579;-0.43987739;-0.97741361;5
1.5074016000000001;-0.65306035;0.34817918;-1.3846075;-1.3973143999999997;-0.77201578;-0.85183699;-0.0026102489;1
1.0950623;0.73939005;-0.93969724;-1.3214584999999999;-1.2588476;-0.49151434;-0.58664119;0.11184408;3
1.2628763;-1.2120053999999998;-0.70516883;1.3077101999999998;1.1744834;1.5072309;-1.3607575;1.0910499;8
0.5616837;-0.08790918;1.4565041;0.1029223;0.91615371;1.3676163000000001;0.54391753;-0.20125735;1
-0.26791663;-0.9410331000000001;0.1747585;-1.2024764;0.84979754;-1.5061953000000001;-0.41273488;0.96301508;1
-0.97256636;-1.1658313999999999;-0.22293939;-0.15578492;0.86707999;0.32972014;-0.19846652;-0.09084611599999999;8
-0.21630768;-0.014287008;0.9776832000000001;-1.3304892;-0.83494123;-0.16296822;0.74454418;-0.036647139;4
-0.66051887;-1.3607003999999998;1.3919586000000002;0.32525473;0.63711153;0.46188751;0.59054703;-0.17630119;1
1.0477574;1.5028454;-0.7916878;0.18506573;1.3857981000000001;0.067898846;1.0327992;-0.57215495;6
1.0310845;-0.082002541;-1.2519808000000001;0.22291916;-0.6589026;0.77777502;0.95615484;0.20680374;5
0.41286281;0.9424686;0.34674719;-1.3177742000000001;-0.061878627;-0.10232295;0.84790161;1.1490334999999998;4
-0.79289612;0.15956438;0.12557918;0.39659531;-0.12691079;-1.2905658000000002;0.41813345;0.43647951;7
0.43099733;-1.1215382999999999;-0.5410647;-0.88220492;0.15182817;-0.98401979;-0.17392956;0.29223178;5
-0.74058346;-0.13830495;1.236346;1.0992216000000001;0.80288442;-1.0769531;-1.5529457;1.2301933;3
0.0038858886;0.28723744;0.77328074;-1.0895073;0.93797376;1.5066037;-0.0063094508;1.0373619;6
-0.66331628;-1.0281866;-0.23942031;0.99450765;0.013123861;0.25119485;0.77120996;-0.89723851;2
1.155561;1.1693638000000002;0.4430786;1.4171559999999999;0.66124222;-0.46871404;-0.48551777;-0.24288656;6
0.18763412;-0.30702443;1.2474985;-1.4146745;-1.4568569;1.4375607;-1.3810736000000001;-1.2655878;2
-0.59235426;1.4771964;-0.28240109;-0.86088572;0.17999484;-0.90582612;1.523828;0.9894415000000001;7
0.009103055300000001;-0.76680414;0.63133861;1.2694333999999998;-0.18044583;-0.061585928;0.71398804;1.0934046;3
-0.94298964;-0.86410297;-1.3918973;0.81124675;-1.1161552;-1.4907008999999998;-0.88698762;-1.4663998;8
0.50799229;0.60424631;-1.3197722;0.11199921;-0.77152273;-0.008035234799999999;-0.74371145;0.013135971000000001;4
-1.0224891999999999;-1.2012854;1.3735913;0.55676446;1.5118968000000002;0.040292521;0.83889074;0.86477559;2
-0.46488361;1.0125031999999998;1.5262201000000002;-1.2641585;1.2485594;-1.3876056;-0.23123834;1.2757326;2
-0.1579202;-0.8658296999999998;0.07729607200000001;-0.12026410000000001;-1.3010763;-1.4442792;-0.27269168;-0.13147167;6
0.48097814;-0.1425545;-1.5042822;-1.2345757;1.4364149;1.0854871000000001;0.45458632;-1.1047273000000002;5
0.48174648;1.1217508999999999;1.0665343999999999;0.70526164;-1.3149333;0.55303227;-0.12108917;-0.33958088;1
0.8288037;0.56904508;-0.6844191;0.10328733;1.020312;-1.1593091999999998;0.60631807;0.93795739;8
-0.11796206;0.93268978;1.4804833;-1.3505246000000002;1.5705981000000002;-0.35140067;-0.93868987;-0.2620568;4
-0.24343913;-0.83015231;1.0696463999999999;-0.26075677;1.3804458999999998;0.20308416;0.51770718;0.12426581;3
-1.1278375;-0.55685553;1.3545608999999998;-0.017238347;0.49209838;1.4658004999999998;-1.1070639;-0.62359969;3
0.80495439;-0.2664479;-1.0165199;-0.69837606;-1.1160108;-0.66112087;1.2305666000000002;-0.48689141;4
1.1704253;-1.4203336000000002;-0.66985287;-0.61630658;-1.4848033999999999;0.35472859;1.027863;0.66489041;6
-1.3152255;1.415163;1.2508588999999999;-0.43377262;-1.4205588;-0.8194632;-0.32539761;0.16808578;4
-0.74905717;-0.35344253;-0.35245113;1.2201957;0.77240689;0.024200082;0.55511342;0.72593414;7
-1.0421155;0.44315067;1.3976813;-0.48783664;0.7817341;1.4653206;-0.7388634;-1.1707443000000002;1
-0.45623584;-0.68292554;1.1409926000000001;0.48648138;0.46462142;0.69866563;0.6385196;-0.90460691;1
0.67195499;1.4500111;0.38057436;-1.2731218999999998;-1.1072133;-0.80005107;-0.081602995;-1.5614873;1
-0.47805307;1.0025848;0.030585252;0.028540472999999997;-1.2811208;-0.44171748;1.3744584999999998;0.94867863;2
1.5561313;-1.0604639;-1.1748575;-0.98394093;0.6784865;-0.36228766;0.39375915;0.85893514;8
0.13935437;-0.96126964;-0.9202269000000001;0.24844799;-0.65866879;-0.56219968;-1.4257178999999998;0.50460795;8
-1.4992423000000001;1.1521671999999998;-0.19283292;0.48875168;0.72608987;1.0206681999999998;-1.1139881;-1.3544163999999999;6
0.94850184;-0.30283171;1.1807698999999998;-0.81538137;1.4465208;1.2740673999999999;1.0940395;0.30407523;2
1.0292799000000001;-0.31240928;-0.24116235;-0.48752757;-1.1104684;0.15485977;-0.22037886;-0.77887631;3
1.4973256000000001;-1.0614700000000001;-0.56112627;-0.60227556;0.56014655;1.4894912;0.030228652999999998;0.44251264;8
